feature_name,variance,target_linear_correlation,feature_importances
AC_V_AFE_5_8_8_SENSL of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,38.26587818,6.11E-05,0
AC_V_AFE_5_8_8_SENSL of 1103959_69_1133592_RPP,40.12822191,9.18E-05,0
AC_V_AFE_5_8_8_SENSR of 1103959_69_1133529_YPP,19.57966738,0.000944787,0
AC_V_AFE_5_8_8_SENSR of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,36.79791848,0.000622223,0
AC_V_AFE_5_8_8_SENSR of 1103959_69_1133592_RPP,161.7877845,0.001055191,0
AC_V_AFE_5_8_8_SENSR_INIT of 1103959_69_1133529_YPP,19.57966738,0.000944787,0
AC_V_AFE_5_8_8_SENSR_INIT of 1103959_69_1133529_cp1_cp1p5,20.17823635,0.000427519,0
AC_V_AFE_5_8_8_SENSR_INIT of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,36.79791848,0.000622223,0
AC_V_AFE_5_8_8_SENSR_INIT of 1103959_69_1133592_RPP,161.7877845,0.001055191,0
AC_V_AFE_CLN_5_8_8_I0 2 of 1103959_69_1133529_YPP,0.001732129,0.001688917,0
AC_V_AFE_CLN_5_8_8_I0 2 of 1103959_69_1133529_cp1_cp1p5,0.00192017,0.001677735,0
AC_V_AFE_CLN_5_8_8_I0 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000552813,0.000545287,0
AC_V_AFE_CLN_5_8_8_I0 2 of 1103959_69_1133592_RPP,0.000355654,0.000372341,0
AC_V_AFE_CLN_5_8_8_I0_RAW 2 of 1103959_69_1133529_YPP,0.001862729,0.001664466,0
AC_V_AFE_CLN_5_8_8_I0_RAW 2 of 1103959_69_1133529_cp1_cp1p5,0.00201069,0.001189791,0
AC_V_AFE_CLN_5_8_8_I0_RAW 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000618573,0.000343827,0
AC_V_AFE_CLN_5_8_8_I0_RAW 2 of 1103959_69_1133592_RPP,0.000437546,0.001849947,0
AC_V_AFE_CLN_5_8_8_I0_VSS 2 of 1103959_69_1133529_YPP,7.54E-05,0.00017653,0
AC_V_AFE_CLN_5_8_8_I0_VSS 2 of 1103959_69_1133529_cp1_cp1p5,8.09E-05,0.002245716,0
AC_V_AFE_CLN_5_8_8_I0_VSS 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,7.57E-05,0.000494695,0
AC_V_AFE_CLN_5_8_8_I0_VSS 2 of 1103959_69_1133592_RPP,0.000199367,0.003235793,0
AC_V_AFE_CLN_5_8_8_P_F 2 of 1103959_69_1133529_YPP,0.013088495,3.70E-05,0
AC_V_AFE_CLN_5_8_8_P_F 2 of 1103959_69_1133529_cp1_cp1p5,0.008123214,0.000357116,0
AC_V_AFE_CLN_5_8_8_P_F 2 of 1103959_69_1133592_RPP,0.000276573,0.003213161,0
AC_V_AFE_CLN_5_8_8_P_F of 1103959_69_1133529_cp1_cp1p5_YPP,0.241047683,0.116750161,0
AC_V_AFE_CLN_5_8_8_P_F of 1103959_69_1133529_cp1p5,0.241308405,0.100854696,0
AC_V_AFE_CLN_5_8_8_P_F of 1103959_69_1133592_QPP,0.017919161,0.040270017,0
AC_V_AFE_CLN_5_8_8_P_F of 1103959_69_JPP,0.105987127,0.060824783,0
AC_V_AFE_CLN_5_8_8_VSS 2 of 1103959_69_1133529_YPP,6.16E-05,0.000242021,0
AC_V_AFE_CLN_5_8_8_VSS 2 of 1103959_69_1133529_cp1_cp1p5,6.61E-05,0.000751733,0
AC_V_AFE_CLN_5_8_8_VSS 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,6.36E-05,0.000682291,0
AC_V_AFE_CLN_5_8_8_VSS 2 of 1103959_69_1133592_RPP,0.000210534,0.00445237,0
AC_V_AFE_CN_FG_SA_P_F of 1103959_69_1133529_cp1_cp1p5_YPP,0.13673493,0.057144005,0
AC_V_AFE_CN_FG_SA_P_F of 1103959_69_1133529_cp1p5,0.183156114,0.079813228,0
AC_V_AFE_CN_FG_SA_P_F of 1103959_69_1133592_QPP,0.239573725,0.11495044,0
AC_V_AFE_CN_FG_SA_P_F of 1103959_69_JPP,0.000828672,0.008390932,0
AC_V_AFE_CRN_5_8_8_I0 2 of 1103959_69_1133529_YPP,0.001824676,0.000596927,0
AC_V_AFE_CRN_5_8_8_I0 2 of 1103959_69_1133529_cp1_cp1p5,0.002023355,0.000640636,0
AC_V_AFE_CRN_5_8_8_I0 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000531667,7.73E-05,0
AC_V_AFE_CRN_5_8_8_I0 2 of 1103959_69_1133592_RPP,0.000458593,0.000399628,0
AC_V_AFE_CRN_5_8_8_I0_RAW 2 of 1103959_69_1133529_YPP,0.001946273,0.000624083,0
AC_V_AFE_CRN_5_8_8_I0_RAW 2 of 1103959_69_1133529_cp1_cp1p5,0.002131699,0.00054923,0
AC_V_AFE_CRN_5_8_8_I0_RAW 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000592208,9.10E-05,0
AC_V_AFE_CRN_5_8_8_I0_RAW 2 of 1103959_69_1133592_RPP,0.000583815,0.001722067,0
AC_V_AFE_CRN_5_8_8_I0_VSS 2 of 1103959_69_1133529_YPP,7.48E-05,0.000234989,0
AC_V_AFE_CRN_5_8_8_I0_VSS 2 of 1103959_69_1133529_cp1_cp1p5,7.40E-05,0.000392546,0
AC_V_AFE_CRN_5_8_8_I0_VSS 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,7.38E-05,0.000460986,0
AC_V_AFE_CRN_5_8_8_I0_VSS 2 of 1103959_69_1133592_RPP,0.000181285,0.002454031,0
AC_V_AFE_CRN_5_8_8_P_F 2 of 1103959_69_1133592_RPP,0.000276395,0.001358311,0
AC_V_AFE_CRN_5_8_8_P_F of 1103959_69_1133529_cp1_cp1p5_YPP,0.243880606,0.116708387,0
AC_V_AFE_CRN_5_8_8_P_F of 1103959_69_1133529_cp1p5,0.244096217,0.1170528,0
AC_V_AFE_CRN_5_8_8_P_F of 1103959_69_1133592_QPP,0.034402441,0.069506089,0
AC_V_AFE_CRN_5_8_8_VSS 2 of 1103959_69_1133529_YPP,6.10E-05,0.00020766,0
AC_V_AFE_CRN_5_8_8_VSS 2 of 1103959_69_1133529_cp1_cp1p5,6.73E-05,0.000306226,0
AC_V_AFE_CRN_5_8_8_VSS 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,6.18E-05,0.00068847,0
AC_V_AFE_CRN_5_8_8_VSS 2 of 1103959_69_1133592_RPP,0.000155876,0.002990057,0
AC_V_AFE_CRP_5_8_8_P_F of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.02738968,0.031295477,0
AC_V_GAIN_AFE_CLN_5_8_8 2 of 1103959_69_1133529_YPP,0.001879346,0.001639364,0
AC_V_GAIN_AFE_CLN_5_8_8 2 of 1103959_69_1133529_cp1_cp1p5,0.002049106,0.001244228,0
AC_V_GAIN_AFE_CLN_5_8_8 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000484784,0.000567649,0
AC_V_GAIN_AFE_CLN_5_8_8 2 of 1103959_69_1133592_RPP,0.000412358,0.001602909,0
AC_V_GAIN_AFE_CLN_5_8_8_RAW 2 of 1103959_69_1133529_YPP,0.001970394,0.00164307,0
AC_V_GAIN_AFE_CLN_5_8_8_RAW 2 of 1103959_69_1133529_cp1_cp1p5,0.002127909,0.00108671,0
AC_V_GAIN_AFE_CLN_5_8_8_RAW 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000558112,0.000295216,0
AC_V_GAIN_AFE_CLN_5_8_8_RAW 2 of 1103959_69_1133592_RPP,0.000449612,0.001511414,0
AC_V_GAIN_AFE_CRN_5_8_8 2 of 1103959_69_1133529_YPP,0.001862365,0.000495909,0
AC_V_GAIN_AFE_CRN_5_8_8 2 of 1103959_69_1133529_cp1_cp1p5,0.002067993,0.000592037,0
AC_V_GAIN_AFE_CRN_5_8_8 2 of 1103959_69_1133592_RPP,0.000353301,0.000239412,0
AC_V_GAIN_AFE_CRN_5_8_8_RAW 2 of 1103959_69_1133529_YPP,0.001975634,0.000517713,0
AC_V_GAIN_AFE_CRN_5_8_8_RAW 2 of 1103959_69_1133529_cp1_cp1p5,0.002171739,0.000524305,0
AC_V_GAIN_AFE_CRN_5_8_8_RAW 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000538997,7.39E-08,0
AC_V_GAIN_AFE_CRN_5_8_8_RAW 2 of 1103959_69_1133592_RPP,0.000450591,0.001547624,0
AG_AFE_GAIN_11_2_1_PF of 1103959_69_1133529_cp1,0.000552792,0.003328286,0
AG_AFE_GAIN_11_2_1_PF of 1103959_69_1133529_cp1p5,3.25E-08,0.114817793,0
AG_AFE_GAIN_12_2_1_2C_PF of 1103959_69_1133529_cp1p5,0.000276424,0.003598044,0
AG_AFE_GAIN_12_2_1_PF of 1103959_69_1133529_cp1p5,0.000276424,0.003598044,0
AG_AFE_GAIN_6_4_1_PF of 1103959_69_1133529_cp1,0.000276472,0.002353128,0
AG_V_SELF_TEST_GAIN_6_1_4_2C of 1103959_69_1133529_YPP,0.000224568,0.000122812,0
AG_V_SELF_TEST_GAIN_6_1_4_2C of 1103959_69_1133529_cp1_cp1p5,0.000225247,0.000219939,0
AG_V_SELF_TEST_GAIN_6_1_4_2C of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000533958,0.000121137,0
AG_V_SELF_TEST_GAIN_6_1_4_2C of 1103959_69_1133592_RPP,0.000254321,0.000140731,0
AG_V_SELF_TEST_GAIN_6_4_1_2C of 1103959_69_1133529_YPP,0.000224636,0.00011875,0
AG_V_SELF_TEST_GAIN_6_4_1_2C of 1103959_69_1133529_cp1_cp1p5,0.00022503,0.000154779,0
AG_V_SELF_TEST_GAIN_6_4_1_2C of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000532802,8.67E-05,0
AG_V_SELF_TEST_GAIN_6_4_1_2C of 1103959_69_1133592_RPP,0.001545848,0.000319753,0
EE_DEFAULT_REG30 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,9293.20735,0.114817793,0
EE_DEFAULT_REG31 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,276.8158854,0.114817793,0
EE_DEFAULT_REG34 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,61.30178777,0.114817793,0
EE_DEFAULT_REG35 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.957840434,0.114817793,0
EE_DEFAULT_REG47 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,3923.314417,0.114817793,0
EE_DEFAULT_REG48 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,2206.86436,0.114817793,0
EE_DEFAULT_REG50 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,61.30178777,0.114817793,0
EE_DEFAULT_REG53 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,15.32544694,0.114817793,0
EX_EXTRACT_T_GBIAS of 1103959_69_1133529_YPP,0.428982117,0.083225336,0
EX_EXTRACT_T_H2BIAS of 1103959_69_1133529_cp1_cp1p5,8.510187114,0.119638067,0
EX_EXTRACT_T_H2BIAS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,8.510187114,0.119638067,0
F:E of 1103959_69_1133529_cp1_cp1p5_YPP_P:o,0.146920974,0.032759645,0
F:E of 1103959_69_1133592_QPP_S:b,0.2481725,0.121668323,0
F:E of 1103959_69_JPP_S:b,0.000276472,0.002353128,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1,,,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1_cp1p5_YPP_GbGbSbPoPo,0.002757841,0.007450523,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1_cp1p5_YPP_GbGbSbSbPoPo,0.169190903,0.085718688,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1_cp1p5_YPP_GbPoPo,0.009042843,0.00738295,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1_cp1p5_YPP_GbSbPo,0.099031644,0.050105961,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1_cp1p5_YPP_GbSbPoPo,0.000276472,0.002353128,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1_cp1p5_YPP_GbSbSbPoPo,0.004405206,0.009432097,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,,,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1_cp1p5_YPP_SbPo,0.204087262,0.089467173,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1p5_GbGbSbSbPoPo,0.244720115,0.047110297,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1p5_GbPoPo,0.004405206,0.009432097,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1p5_GbSbPo,0.108548374,0.053203193,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1p5_GbSbPoPo,0.001104971,0.00470821,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1p5_PoPo,0.03182657,0.063284368,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1p5_SbPo,0.198596047,0.086744708,0
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1p5_SbPoPo,0.000828958,0.004076865,0
FAILING_BINOUTS(1) of 1103959_69_1133592_QPP_GbGbSbSbPoPo,0.000276472,0.002353128,0
FAILING_BINOUTS(1) of 1103959_69_1133592_QPP_GbSbPo,0.000276472,0.002353128,0
FAILING_BINOUTS(1) of 1103959_69_1133592_QPP_PoPo,0.249561284,0.099351773,0
FAILING_BINOUTS(1) of 1103959_69_1133592_QPP_SbPo,0.239403071,0.114751504,0
FAILING_BINOUTS(1) of 1103959_69_1133592_QPP_SbPoPo,0.001932094,0.006230964,0
FAILING_BINOUTS(1) of 1103959_69_1133592_QPP_SbSbPoPo,0.05445891,0.017958818,0
FAILING_BINOUTS(1) of 1103959_69_JPP_GbGbSbPoPo,0.000828958,0.004076865,0
FAILING_BINOUTS(1) of 1103959_69_JPP_PoPo,0.24903143,0.088724747,0
FAILING_BINOUTS(1) of 1103959_69_JPP_SbPoPo,0.000276472,0.002353128,0
SS_SCAN_REPEAT of 1103959_69_1133529_cp1,0.025188847,2.10E-05,0
SS_SCAN_REPEAT of 1103959_69_1133529_cp1_cp1p5_YPP,0.003844179,0.000887155,0
SS_SCAN_REPEAT of 1103959_69_1133529_cp1p5,0.009517469,0.000561398,0
SS_SCAN_REPEAT of 1103959_69_1133592_QPP,0.001381748,0.002652559,0
VV_REPEAT of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.002757841,0.007450523,0
WF of 1103959_69_1133529_cp1,16.49254718,0.049468757,0
WF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,16.49254718,0.049468757,0
WF of 1103959_69_1133592_QPP,16.49254718,0.049468757,0
band gap dpat_ok for band gap,0.209825437,0.016279682,0
